INDEX,P_TARGET_FLAG
906,0.3620501
910,0.4116279413
912,0.2688086046
913,0.2781456134
919,0.1096321527
924,0.2446073603
925,0.1614911892
930,0.1474742871
940,0.1854386102
941,0.1378097217
946,0.1859619075
949,0.2989575836
951,0.1123028354
962,0.2253569873
966,0.2593260505
967,0.0874214847
971,0.4855742575
981,0.2676276819
982,0.2264081507
983,0.0543221752
984,0.0195805369
989,0.2249087564
990,0.4346142679
992,0.3763385594
995,0.1710573244
996,0.3400853582
998,0.1876810973
1001,0.1933996379
1007,0.1339240671
1008,0.0196626398
1016,0.2286620627
1022,0.060442561
1027,0.3912651009
1032,0.2726916848
1033,0.1042727649
1041,0.3961898382
1065,0.4253438905
1074,0.4923880839
1075,0.2107599264
1081,0.1497677736
1094,0.0519750141
1099,0.4679307376
1105,0.5522329195
1123,0.1509997656
1135,0.0622381075
1142,0.1809990919
1155,0.1112549193
1169,0.2220768412
1176,0.0323782417
1178,0.5910364036
1180,0.1860672777
1184,0.0973768497
1185,0.5268870066
1193,0.2094375326
1196,0.1985061569
1199,0.2782216498
1203,0.2959020711
1205,0.1664786608
1207,0.1791211542
1208,0.6459272377
1212,0.2651955322
1213,0.5170018643
1222,0.1273222313
1223,0.1762934743
1226,0.2349523063
1227,0.3339093116
1229,0.0720696015
1230,0.2967086012
1231,0.4531325767
1241,0.3018221879
1243,0.1798322635
1244,0.090378772
1246,0.0966762186
1248,0.1445055497
1249,0.2566591512
1252,0.1126009347
1261,0.0893462027
1275,0.1141157667
1281,0.7348161537
1285,0.1836217879
1288,0.29368134
1290,0.0964495423
1291,0.1416803647
1304,0.6178806946
1305,0.104507345
1323,0.3082989845
1342,0.4532255178
1348,0.1854687588
1353,0.1579553438
1363,0.1439672068
1371,0.2581408461
1372,0.3269644722
1378,0.1626659528
1381,0.1673247674
1382,0.2444163191
1393,0.3333604497
1394,0.1762897197
1398,0.2280812592
1404,0.3805527816
1405,0.501740288
1419,0.2792068825
1421,0.1142744968
1426,0.3115212791
1431,0.2700841089
1435,0.2031405957
1437,0.1725075399
1438,0.159710002
1442,0.3268961302
1464,0.1263133638
1471,0.1458215584
1473,0.1519901998
1476,0.2279369393
1478,0.1406711415
1479,0.4666373849
1487,0.2447644949
1492,0.3039206086
1496,0.1299652485
1497,0.2307175504
1515,0.0767418019
1519,0.233816
1522,0.514217137
1526,0.1804959461
1537,0.0696102199
1538,0.7656030974
1540,0.1191925954
1543,0.1972639555
1548,0.2060326375
1549,0.1479410863
1556,0.6237124125
1564,0.1492023422
1570,0.3307491938
1577,0.4152283585
1585,0.1742419575
1590,0.1691852452
1592,0.6137888733
1594,0.3893341797
1596,0.5308608984
1598,0.0797540537
1603,0.163458821
1607,0.1031098519
1612,0.0879189835
1627,0.1272664772
1629,0.5843258344
1630,0.0879878778
1640,0.444403168
1641,0.3778133336
1646,0.1807266397
1662,0.3799416332
1668,0.1772690445
1671,0.2612564261
1672,0.4108814558
1673,0.6634680819
1686,0.3529726193
1688,0.4187569653
1696,0.1131039444
1701,0.1586201876
1707,0.1683589447
1708,0.0500556217
1713,0.2394289725
1715,0.1008080511
1717,0.105722415
1721,0.531384565
1724,0.8512725047
1725,0.5443558797
1730,0.2988222301
1731,0.3675913499
1734,0.3443952635
1740,0.1468163233
1748,0.0624446065
1749,0.0544812314
1750,0.2555723231
1763,0.1437829412
1768,0.0498985962
1773,0.472082116
1777,0.1489631863
1778,0.4152922385
1780,0.08096848
1782,0.1099938465
1784,0.1509482151
1786,0.0952269575
1787,0.0856661153
1792,0.3146446062
1800,0.4787683156
1801,0.1803591774
1803,0.0924362708
1804,0.3757633927
1807,0.0218993127
1818,0.2233660449
1821,0.1531406527
1822,0.3143041494
1828,0.0776605627
1833,0.1118468463
1844,0.2601365854
1847,0.2071164373
1850,0.0818118125
1854,0.4442038691
1858,0.2984453925
1864,0.1082983709
1867,0.0782207173
1876,0.4530621815
1880,0.1968925864
1881,0.1083148668
1891,0.1200941473
1894,0.1632456095
1895,0.1639341904
1901,0.2236734247
1905,0.0538739029
1912,0.2418128554
1918,0.3316652765
1921,0.5480672963
1923,0.2467542011
1924,0.1733721641
1931,0.1164942684
1941,0.2086217361
1950,0.0758186228
1951,0.1235639116
1954,0.2064734308
1961,0.5629374893
1966,0.113313654
1979,0.1069488742
1982,0.144074668
1987,0.5063570531
1997,0.4562779218
2004,0.0271824935
2011,0.387755405
2015,0.2564198605
2025,0.1545676382
2033,0.1691013364
2034,0.1102185649
2035,0.0937033385
2036,0.3732264569
2053,0.4993506092
2059,0.6321946796
2060,0.1569840806
2073,0.2775530561
2084,0.3402045141
2089,0.2316886696
2092,0.0889307508
2109,0.2907216911
2129,0.2746279727
2134,0.2114954541
2135,0.0317749601
2148,0.1453814985
2149,0.1312531985
2150,0.3244607613
2165,0.5867333575
2166,0.0480527903
2168,0.114930419
2170,0.1615665577
2171,0.0896439144
2172,0.0322759773
2176,0.1578346571
2182,0.0555148782
2189,0.3569563196
2191,0.2138477658
2197,0.0943510864
2202,0.2501713214
2203,0.1093500179
2204,0.3960621774
2206,0.4542433149
2218,0.0777686765
2219,0.2221252568
2221,0.34408739
2226,0.1149599779
2228,0.2228861838
2232,0.5951470061
2236,0.2041505147
2241,0.7622486018
2245,0.0611553679
2251,0.1377005326
2255,0.1538159929
2256,0.1733316103
2259,0.1935329359
2263,0.275998823
2264,0.1030022831
2267,0.1307098515
2273,0.6081870074
2277,0.3449738982
2287,0.167573211
2289,0.2053046853
2291,0.1184146335
2296,0.6689458348
2299,0.3506897033
2306,0.1717393071
2314,0.3568933473
2317,0.1839068522
2318,0.5019328272
2321,0.7206360789
2324,0.2413100339
2340,0.1408727456
2343,0.0894274796
2349,0.2670973558
2352,0.2087922896
2353,0.1730308944
2365,0.5828148686
2370,0.2891315382
2378,0.1602989476
2390,0.3556387491
2399,0.2694439652
2402,0.7104197879
2403,0.234463555
2404,0.0918909765
2414,0.2275610499
2422,0.1952890433
2424,0.1065518745
2430,0.4515842231
2435,0.2413620374
2439,0.2695498822
2442,0.4660586493
2445,0.4007606554
2449,0.322465679
2451,0.1528915328
2461,0.5907584553
2464,0.1609963446
2465,0.6188193235
2472,0.1900961392
2476,0.5223877088
2482,0.1307466503
2487,0.4008679144
2498,0.2290599373
2501,0.0533719337
2504,0.1620600231
2511,0.1755680746
2518,0.140190644
2521,0.1664757847
2530,0.1461264069
2543,0.5390441161
2545,0.3086267183
2561,0.2296302143
2566,0.3989209497
2572,0.1422615137
2577,0.1910807693
2578,0.1799646619
2580,0.3641736329
2581,0.1735262235
2582,0.0734463387
2584,0.0785460996
2590,0.1031545137
2598,0.080656409
2602,0.1165696104
2605,0.1883156852
2616,0.1450973013
2618,0.2719470516
2619,0.2704204343
2624,0.0622028387
2632,0.1087015117
2640,0.3145411788
2646,0.1139936693
2651,0.1413471324
2660,0.0324584364
2661,0.0533305823
2668,0.238958676
2670,0.3236564177
2680,0.2840623868
2681,0.0671481221
2689,0.2459960519
2694,0.1128636725
2695,0.7596069148
2696,0.3796320242
2702,0.2835604465
2704,0.2360017556
2708,0.386999706
2709,0.0292367722
2714,0.2532476476
2716,0.1518534912
2723,0.2500665589
2725,0.2313307236
2738,0.2534437777
2750,0.2082202539
2756,0.1965883701
2758,0.0501777401
2766,0.1763812906
2767,0.1538455519
2771,0.2921927531
2775,0.5548063328
2776,0.1115654945
2779,0.759670874
2780,0.1779701775
2781,0.2793189917
2782,0.5121972351
2783,0.1247070661
2796,0.166872175
2798,0.2525813115
2800,0.0829406527
2803,0.0591249195
2806,0.0685895455
2813,0.3245787701
2818,0.1059232452
2821,0.2873102017
2825,0.1951666493
2829,0.1513042356
2830,0.5712411858
2833,0.0882122926
2839,0.7458649683
2843,0.0446407238
2846,0.1026878795
2847,0.1765201087
2848,0.3683233662
2856,0.4970757487
2863,0.5115708087
2867,0.230056253
2869,0.1328233322
2873,0.082071553
2874,0.1954667234
2875,0.3288544665
2880,0.288135593
2886,0.3552709085
2887,0.2116246841
2888,0.1708824318
2889,0.3699485887
2890,0.2314732875
2892,0.4329294358
2901,0.2611448015
2902,0.219149302
2905,0.2598399229
2917,0.2631708576
2922,0.5140232612
2924,0.1816717311
2930,0.1081138395
2931,0.1200177714
2946,0.2529508644
2955,0.3530080069
2962,0.1185993937
2964,0.092937243
2965,0.3102620707
2967,0.2365160762
2970,0.0936134804
2973,0.2984517264
2974,0.1991922543
2976,0.5063941084
2977,0.1874852721
2978,0.2140093383
2986,0.0802571135
2988,0.2282340026
2989,0.1044840482
2995,0.6043024704
3005,0.3748219258
3011,0.0752267383
3013,0.0681649587
3019,0.6873110388
3021,0.2382421795
3022,0.342495155
3029,0.2655181416
3037,0.1954221471
3042,0.0795392132
3043,0.1364311953
3049,0.10682464
3050,0.5090057086
3053,0.161621237
3058,0.2145351253
3062,0.211840589
3063,0.2982974101
3065,0.1637401255
3080,0.0404814244
3088,0.2291445049
3093,0.3628018723
3096,0.2823616544
3101,0.2601073078
3103,0.3843186449
3107,0.2148478841
3109,0.0471094489
3111,0.06731082
3113,0.5218468351
3116,0.0620781802
3132,0.1238384243
3141,0.1290386412
3153,0.2878584783
3154,0.0626577692
3160,0.2223457566
3167,0.2266685137
3170,0.3633288638
3173,0.3552072945
3174,0.3330104605
3177,0.1170519691
3179,0.1636866693
3184,0.3517523329
3190,0.4483945628
3193,0.0857035281
3199,0.1393594474
3201,0.0663001846
3202,0.1433323623
3203,0.5170714792
3206,0.4887171138
3209,0.1812686757
3210,0.2723629282
3217,0.1938183804
3220,0.3201134826
3228,0.4370747969
3232,0.0570994341
3239,0.0815230965
3243,0.3359203907
3245,0.1258179255
3246,0.2454669382
3251,0.0661844283
3253,0.1901559868
3257,0.1670983973
3260,0.1045581195
3261,0.1742815168
3263,0.180746499
3278,0.1384783349
3281,0.2702663054
3283,0.2914557228
3290,0.1305564689
3297,0.2525826819
3304,0.0548253007
3305,0.3052467736
3307,0.0483562076
3308,0.2865970794
3313,0.184679504
3314,0.3390006665
3317,0.1695665312
3348,0.0621052877
3350,0.2657134364
3359,0.2098740173
3367,0.2067984021
3376,0.1665657852
3378,0.332347795
3384,0.5951268741
3386,0.2350368093
3387,0.0898008759
3388,0.3245729074
3390,0.1560498285
3391,0.2293543103
3396,0.1518296177
3398,0.1301431095
3404,0.0681159995
3406,0.1537785749
3407,0.1869236545
3414,0.1031393071
3419,0.094674337
3423,0.3367631912
3427,0.1412122448
3432,0.1125048443
3434,0.0586647628
3438,0.0545503533
3442,0.1338046512
3443,0.3083466241
3448,0.0752932319
3456,0.2669417598
3464,0.1558236411
3470,0.2719015378
3475,0.2262258942
3477,0.2650441004
3490,0.0651779182
3493,0.2144296991
3502,0.3094900278
3508,0.2097642053
3516,0.049330413
3517,0.2103873356
3525,0.2207615577
3532,0.4034031317
3535,0.1767434945
3536,0.5222827481
3540,0.1123256612
3547,0.2244558199
3550,0.3602897425
3557,0.3232458369
3562,0.4340360138
3563,0.0568811955
3564,0.1671950071
3570,0.3564562511
3573,0.2566264446
3577,0.2566942386
3579,0.4799133992
3581,0.2074199957
3587,0.238595231
3602,0.1830653994
3609,0.2997450609
3612,0.1629734599
3621,0.146420259
3642,0.1762560442
3647,0.3600632941
3649,0.409767541
3654,0.4181055488
3660,0.4272707231
3665,0.5408076341
3669,0.3284372945
3673,0.2422320693
3675,0.451279075
3678,0.1791098424
3680,0.311701623
3686,0.3783538102
3693,0.2768206657
3710,0.465408923
3713,0.143666003
3718,0.2415026552
3725,0.2681456718
3726,0.1900350091
3747,0.1188318473
3753,0.0969897744
3754,0.2291569952
3760,0.6627498396
3763,0.1126938854
3765,0.3143059908
3769,0.1286988379
3771,0.3751911425
3784,0.0681475849
3787,0.2961396672
3794,0.4450940667
3796,0.2304878509
3798,0.0839925629
3809,0.1468334924
3812,0.2131772992
3819,0.129296157
3828,0.1438703137
3831,0.1156281317
3833,0.1077472624
3837,0.4791482745
3839,0.3622332625
3843,0.1674515074
3846,0.2693796302
3854,0.145543399
3861,0.0537787079
3864,0.1954278749
3868,0.0810051298
3869,0.2599932815
3870,0.1114162008
3883,0.1459327762
3886,0.1515189106
3889,0.3013953619
3894,0.3374321277
3907,0.2273527102
3910,0.0629297804
3913,0.1127757452
3914,0.1780322928
3921,0.1710930989
3923,0.2598225424
3929,0.3510789202
3931,0.5623521957
3932,0.5605375238
3937,0.4537470332
3943,0.1555774329
3956,0.4478286167
3957,0.2475916508
3961,0.4998175563
3971,0.1310838574
4004,0.1606966346
4005,0.073728373
4006,0.0907326287
4011,0.1191335641
4013,0.1036173164
4014,0.0522200244
4016,0.3702681056
4017,0.1271811448
4020,0.1866532682
4022,0.1732273351
4026,0.2307670636
4032,0.1464897122
4043,0.0619331491
4045,0.1392988183
4048,0.1926422695
4051,0.3545946815
4052,0.1282051942
4056,0.134210325
4059,0.0660744762
4069,0.1968041406
4074,0.1982355634
4076,0.2550361781
4077,0.5446448374
4079,0.5831182466
4081,0.5492789099
4088,0.075954121
4105,0.1646411022
4125,0.1263786449
4134,0.3024707903
4139,0.0789909726
4146,0.2395209885
4149,0.1002122928
4151,0.6430538599
4155,0.1580580807
4157,0.1028045094
4168,0.2671492036
4170,0.2532157641
4174,0.0869089778
4179,0.1517004296
4185,0.0544230593
4199,0.6594418029
4205,0.0788432986
4208,0.090285927
4211,0.3664152847
4212,0.073279234
4215,0.4130405048
4217,0.137822956
4219,0.5870532043
4226,0.2829672928
4227,0.164322001
4229,0.0345882278
4231,0.1499936291
4233,0.0995392964
4237,0.2616961632
4243,0.3897653485
4248,0.4125311899
4255,0.0759023788
4262,0.1801793714
4266,0.3411826416
4268,0.1839617979
4270,0.5423697028
4273,0.0558068468
4276,0.0889295277
4277,0.1538364315
4279,0.3144450923
4299,0.1354148702
4313,0.1622940227
4322,0.0585684024
4324,0.2570309953
4328,0.2294679338
4331,0.1835676427
4335,0.2371553655
4337,0.2471631708
4338,0.3701636354
4343,0.2378909131
4347,0.1277868685
4355,0.3833110342
4357,0.0492769168
4359,0.0723572313
4362,0.404179802
4368,0.3333042862
4374,0.0527675324
4375,0.4166615702
4378,0.2710985091
4381,0.5959683382
4387,0.2283500809
4400,0.0489882118
4423,0.1249368621
4424,0.1434988794
4428,0.20465016
4433,0.6999030223
4436,0.2206567182
4437,0.1797366747
4439,0.2561403299
4449,0.1442843602
4456,0.0507547305
4463,0.1400940762
4467,0.1408192033
4468,0.0970904732
4469,0.0483058945
4472,0.1913151767
4473,0.1924872626
4476,0.429586212
4500,0.0379491675
4509,0.1867215127
4513,0.7596595509
4521,0.2048768272
4527,0.4763689975
4530,0.2426797337
4532,0.3204797936
4533,0.0623521236
4535,0.1526636046
4536,0.5075301056
4542,0.2054752246
4551,0.5555031526
4554,0.0943513289
4555,0.2258445588
4564,0.2420972718
4572,0.5082344266
4573,0.1189957487
4577,0.2939609835
4579,0.1224796823
4583,0.0673960124
4584,0.3062238851
4596,0.1642519723
4599,0.1390007396
4607,0.3225269399
4609,0.2523993686
4610,0.0678001632
4616,0.2357939435
4617,0.2140560184
4633,0.1183896104
4638,0.2442302784
4641,0.2235384013
4653,0.2287324806
4655,0.4085271319
4659,0.1694964824
4669,0.2357520267
4678,0.3137883773
4685,0.5236943565
4686,0.4381768863
4691,0.2495603697
4695,0.1974087223
4698,0.4701428788
4700,0.4222897805
4711,0.2205985408
4722,0.1698061817
4727,0.2215836248
4756,0.0886830131
4762,0.43769078
4763,0.2660042265
4766,0.1749345583
4770,0.1169332425
4784,0.3270184618
4791,0.261938972
4795,0.1105421071
4799,0.5077751565
4802,0.2285812993
4805,0.520513161
4814,0.2871283375
4816,0.2181959532
4817,0.2395345844
4822,0.240976279
4827,0.5193944407
4833,0.1657200274
4836,0.1334261512
4842,0.3589250509
4844,0.3183589778
4845,0.2000551127
4849,0.0931920794
4850,0.3303976383
4860,0.1463678097
4863,0.2415693941
4871,0.2587386925
4878,0.2068116012
4881,0.6943069302
4888,0.3197743579
4900,0.2326356701
4906,0.318748401
4909,0.1194619057
4916,0.0975176177
4918,0.3749108246
4926,0.1394712054
4928,0.1117310135
4941,0.2522093168
4946,0.1452331867
4949,0.1201168465
4956,0.0524910686
4966,0.1314152668
4969,0.3042166075
4973,0.1100714856
4978,0.3303709053
4982,0.272692905
4985,0.0566123752
4991,0.2087582562
4998,0.2552221697
5000,0.466273881
5004,0.4109995142
5005,0.3847602377
5011,0.3281360757
5016,0.2621923892
5018,0.0927739984
5034,0.1005793302
5038,0.1427512961
5042,0.2448358259
5046,0.1610858377
5051,0.2304611012
5054,0.164637522
5057,0.2060585398
5062,0.1445756722
5063,0.2025290243
5065,0.2536378739
5066,0.1155400089
5076,0.1552900243
5089,0.1225248795
5092,0.2196498391
5093,0.2971652463
5094,0.1450133689
5098,0.662227892
5102,0.2483033472
5112,0.5078727389
5117,0.3269791204
5127,0.361673952
5130,0.3528921977
5131,0.4498393745
5132,0.4791374442
5135,0.6959369724
5136,0.131676217
5147,0.3950050163
5157,0.3507676191
5160,0.2087548287
5165,0.2097010508
5166,0.4747181438
5172,0.5666804107
5173,0.1101190583
5179,0.6677185814
5184,0.3050272328
5187,0.4146224511
5191,0.0764981273
5193,0.2047633234
5194,0.0576726308
5199,0.1719516988
5212,0.0570410318
5213,0.2711334144
5224,0.5379356476
5226,0.1014099895
5239,0.1954986854
5252,0.6956446052
5264,0.2641893988
5266,0.0769230515
5271,0.1254629408
5273,0.1104252875
5276,0.4519670577
5278,0.0476441581
5281,0.5982698775
5283,0.6323496862
5291,0.0476545495
5294,0.3431100007
5296,0.2689615282
5297,0.691882819
5313,0.1791909213
5314,0.1974661362
5321,0.2511515166
5325,0.1713967071
5326,0.1487702627
5328,0.116943359
5334,0.1104980836
5338,0.2356550311
5344,0.4791562259
5348,0.1706245998
5352,0.164646009
5353,0.2372428563
5354,0.3232947522
5361,0.81309196
5364,0.0355135081
5365,0.0808585514
5367,0.2499882103
5379,0.2067216511
5382,0.2670253429
5386,0.2004301323
5395,0.0707621009
5410,0.2752620913
5411,0.2587025623
5416,0.3000829568
5424,0.455819004
5426,0.4423049677
5428,0.105739254
5430,0.1676705909
5433,0.1160020945
5437,0.0736571521
5440,0.2041238018
5442,0.6760253742
5445,0.4904506426
5449,0.1533813
5452,0.1928872524
5460,0.4032725538
5461,0.1686483857
5465,0.1930265036
5467,0.0546226695
5471,0.1395177415
5474,0.6913368042
5475,0.0375038854
5480,0.0542641573
5481,0.2923124369
5484,0.0753154581
5494,0.4175129698
5495,0.7309847052
5497,0.167958894
5499,0.5482047669
5507,0.1996825857
5510,0.2917281661
5515,0.3917456101
5516,0.111877111
5517,0.1694881962
5524,0.093184063
5530,0.3288042117
5534,0.1842376754
5543,0.215768823
5545,0.453935238
5558,0.10770555
5562,0.1276576457
5573,0.6859501116
5581,0.3460037877
5583,0.2649819568
5587,0.2979498567
5589,0.6152853675
5591,0.1064711184
5596,0.2159682799
5606,0.6562198279
5608,0.3356746016
5611,0.0512545898
5612,0.2668100976
5614,0.1897570395
5620,0.0506729434
5623,0.1144760209
5624,0.2338780871
5626,0.1774452165
5633,0.2117889574
5635,0.0476324288
5640,0.4883200604
5643,0.1397462138
5644,0.1852434759
5653,0.2115215842
5663,0.1006972327
5664,0.4086237023
5667,0.3885894077
5671,0.4226472336
5673,0.4234502707
5676,0.0473046947
5678,0.1641545416
5698,0.3084744416
5700,0.0318636404
5705,0.2091924495
5706,0.4624241148
5711,0.0475326093
5712,0.694394617
5716,0.2108924368
5719,0.2514367
5725,0.4612801632
5728,0.0470028033
5734,0.2691214361
5735,0.1614492694
5743,0.2072483865
5754,0.105891481
5755,0.326646608
5756,0.0719377423
5766,0.0522124084
5770,0.3811630286
5774,0.2115466193
5775,0.1485819792
5776,0.077812281
5778,0.1562863167
5786,0.7784328473
5787,0.4406896694
5791,0.2754052484
5794,0.2515425686
5803,0.1310165945
5804,0.2681761246
5808,0.470081173
5810,0.1528724375
5813,0.4145975475
5828,0.4371456072
5839,0.2573049079
5842,0.4751037074
5843,0.0341627499
5844,0.2979431501
5847,0.553464102
5851,0.2433932495
5854,0.2781934834
5857,0.150711008
5866,0.2899456427
5874,0.0888092368
5886,0.2128894955
5895,0.0642058742
5897,0.030439389
5898,0.1120626101
5900,0.7347211505
5902,0.3110952486
5908,0.3994271716
5909,0.1921292077
5912,0.1599434331
5913,0.0624624064
5917,0.6361052148
5918,0.552997542
5921,0.0785714771
5931,0.1315247698
5942,0.2151629056
5943,0.6486095451
5950,0.0976054128
5954,0.1244625336
5983,0.0462786448
5995,0.5322012497
6002,0.0923932094
6005,0.127053418
6009,0.4067295406
6011,0.1021396227
6012,0.1796474262
6019,0.1807222793
6021,0.1055919254
6029,0.5971939467
6036,0.4019051431
6037,0.0828437039
6038,0.041256848
6043,0.1605663246
6045,0.1570285275
6047,0.4874996072
6048,0.0475081986
6061,0.3683795909
6063,0.1461093782
6064,0.215705539
6068,0.7136433101
6069,0.0223110038
6070,0.3254431986
6071,0.0980613777
6074,0.2326740113
6079,0.3244988028
6082,0.0555732808
6088,0.6054789058
6094,0.0837465831
6095,0.1597850367
6098,0.4382418125
6102,0.1249286297
6105,0.4370385371
6113,0.1334790094
6116,0.2252657605
6120,0.2256383249
6121,0.2120253981
6126,0.2971298616
6144,0.1633387773
6145,0.2240953555
6153,0.464541327
6156,0.1049512571
6159,0.1857092893
6162,0.5619371114
6184,0.5176562023
6188,0.1926593804
6189,0.3195087421
6191,0.4843558824
6211,0.2916029795
6216,0.3842079268
6218,0.3720736315
6222,0.1369181389
6235,0.1530543322
6245,0.1350614402
6248,0.5606684051
6253,0.1404650791
6256,0.1036024816
6257,0.3954711082
6259,0.4267059555
6266,0.151978328
6268,0.1213356772
6275,0.3146592312
6280,0.5298949351
6283,0.3256096122
6288,0.1925253651
6289,0.2067128909
6301,0.2003044717
6308,0.1632577451
6314,0.046744085
6315,0.0607678045
6316,0.3584196594
6317,0.3173872729
6318,0.0562651076
6323,0.3948517999
6329,0.4336251946
6336,0.3151823645
6341,0.6046081137
6348,0.4542812696
6349,0.204185979
6365,0.0648582515
6372,0.0771984364
6376,0.1926168918
6378,0.0629225428
6379,0.6054780251
6382,0.0933200825
6383,0.4082624671
6389,0.269433843
6390,0.0294656131
6392,0.220952696
6394,0.4655175956
6402,0.0875889506
6404,0.2006886409
6405,0.0236514559
6406,0.129916269
6409,0.0732071868
6410,0.0858424196
6411,0.0674709395
6421,0.0806651963
6428,0.3414290823
6429,0.1437654525
6432,0.1058200718
6436,0.0336486089
6437,0.1747540409
6438,0.1526684133
6445,0.1972079279
6447,0.3159852584
6450,0.0412563596
6462,0.1381562954
6467,0.5747598828
6478,0.0341544832
6484,0.1561115812
6492,0.2525404879
6497,0.0322851781
6504,0.1431274265
6505,0.1841967502
6513,0.2868613617
6525,0.1894346605
6526,0.3042541848
6528,0.2441232062
6540,0.0520568691
6542,0.1749907241
6544,0.5079836267
6548,0.0703048559
6552,0.169285539
6558,0.1122150202
6567,0.0488956716
6569,0.3944275553
6572,0.0643576294
6577,0.088898394
6581,0.2945014401
6588,0.728438412
6591,0.4304333939
6594,0.3596093961
6600,0.3298142485
6602,0.5352756604
6604,0.0724724136
6605,0.055514334
6614,0.1297962264
6616,0.0965727483
6621,0.3035095269
6640,0.2394981568
6641,0.3753445493
6643,0.087053835
6644,0.1194011083
6649,0.6626639624
6650,0.3814393397
6655,0.4582216938
6661,0.0893237287
6672,0.2083622902
6677,0.0211640228
6688,0.0531510236
6689,0.0580162831
6691,0.0225698327
6692,0.1876363337
6694,0.485941144
6702,0.6225890358
6714,0.1294967167
6716,0.2824809636
6724,0.2893545056
6725,0.0536610891
6730,0.3243150418
6735,0.3393533098
6738,0.3758000634
6739,0.3383381243
6743,0.1672941201
6747,0.1051429631
6750,0.6366327723
6751,0.4837151179
6753,0.3147656217
6754,0.3720410254
6755,0.1069042063
6762,0.1639240253
6764,0.0471174186
6772,0.4215981059
6774,0.0635955893
6787,0.2442616603
6789,0.1169909077
6793,0.1630436541
6798,0.073915032
6799,0.1052245309
6800,0.0832910679
6802,0.1493685981
6808,0.1898512483
6809,0.1073008909
6812,0.1429171385
6814,0.581103073
6816,0.3620545561
6822,0.5197085676
6829,0.5318145421
6834,0.6108567369
6836,0.14449355
6839,0.1270476998
6840,0.2079409085
6843,0.2167881391
6846,0.2806833587
