INDEX,P_TARGET_FLAG
1594,0.6177113331
1596,0.6396395422
1598,0.5266100697
1603,0.5681451228
1607,0.576034872
1612,0.5374913012
1627,0.5588494694
1629,0.6528684553
1630,0.5304683545
1640,0.6339497476
1641,0.626167311
1646,0.5573661635
1662,0.5999180651
1668,0.5728527741
1671,0.5844522052
1672,0.635892809
1673,0.6577547964
1686,0.6072941029
1688,0.6160736151
1696,0.5678105807
1701,0.5595534402
1707,0.5726091269
1708,0.5582526936
1713,0.574211243
1715,0.5537627348
1717,0.5445412453
1721,0.646065456
1724,0.7035422307
1725,0.6438429102
1730,0.5885057979
1731,0.6038689234
1734,0.6017922493
1740,0.5577380414
1748,0.5418865376
1749,0.5226545027
1750,0.588962693
1763,0.5673497096
1768,0.5324083481
1773,0.6236600507
1777,0.6010388065
1778,0.6279545515
1780,0.5153548117
1782,0.5580354187
1784,0.5695412981
1786,0.5336293893
1787,0.5649108538
1792,0.5952991336
1800,0.6368264107
1801,0.5639983566
1803,0.5300562285
1804,0.5976997377
1807,0.5350568892
1818,0.577206659
1821,0.5743744254
1822,0.6177183857
1828,0.5527119168
1833,0.5438887896
1844,0.587119619
1847,0.5649939326
1850,0.5406817819
1854,0.6334160802
1858,0.6090085688
1864,0.5335791126
1867,0.5385124152
1876,0.6130083961
1880,0.5821745914
1881,0.556766928
1891,0.565710319
1894,0.566481276
1895,0.5687172766
1901,0.5903099268
1905,0.5290228929
1912,0.5850208489
1918,0.609735371
1921,0.6393453157
1923,0.5899778425
1924,0.5757977744
1931,0.5559734185
1941,0.57714373
1950,0.5498752069
1951,0.5397279732
1954,0.5667246202
1961,0.6512678266
1966,0.5414086417
1979,0.5508611883
1982,0.547096683
1987,0.6364092979
1997,0.6432460265
2004,0.5252709737
2011,0.6150523417
2015,0.580498275
2025,0.5665341136
2033,0.5665209876
2034,0.5569589861
2035,0.5472542199
2036,0.5997783689
2053,0.6321137144
2059,0.6496892574
2060,0.5620142624
2073,0.5868818158
2084,0.5973453237
2089,0.5915899189
2092,0.5384439603
2109,0.5947513531
2129,0.5932346213
2134,0.603646776
2135,0.5283809118
2148,0.5693366923
2149,0.5597235944
2150,0.592460839
2165,0.6519045968
2166,0.5282448983
2168,0.5623355099
2170,0.5772129417
2171,0.5520210685
2172,0.5204774087
2176,0.56540839
2182,0.5163495167
2189,0.5966621274
2191,0.563408763
2197,0.5397066051
2202,0.5803601269
2203,0.5680269396
2204,0.604406593
2206,0.6205706685
2218,0.5291325372
2219,0.5877063768
2221,0.6060602169
2226,0.5851745739
2228,0.5820512797
2232,0.6511045988
2236,0.5923028665
2241,0.69328273
2245,0.5389194378
2251,0.5460884825
2255,0.5651111713
2256,0.5716567589
2259,0.5592517543
2263,0.6075287911
2264,0.5481475637
2267,0.5600590275
2273,0.6528877326
2277,0.5933659617
2287,0.5646642813
2289,0.5907311071
2291,0.5418999493
2296,0.6478522323
2299,0.6089464275
2306,0.5629825716
2314,0.6137623479
2317,0.5895088642
2318,0.6381421378
2321,0.6714716891
2324,0.5894023155
2340,0.5621635132
2343,0.534022967
2349,0.5859137891
2352,0.6121992234
2353,0.5681063484
2365,0.6366315561
2370,0.6051220784
2378,0.5800057899
2390,0.6123086776
2399,0.5995189467
2402,0.6732178427
2403,0.5922369044
2404,0.5312560211
2414,0.5733363752
2422,0.5761284065
2424,0.5666494599
2430,0.6307499599
2435,0.598110898
2439,0.5867348191
2442,0.6311941734
2445,0.6152968254
2449,0.6142306464
2451,0.5564910833
2461,0.6435351264
2464,0.5517447565
2465,0.6582455632
2472,0.5653999015
2476,0.6419857971
2482,0.5481685707
2487,0.6378365892
2498,0.5875276228
2501,0.539664062
2504,0.582403249
2511,0.5710946296
2518,0.5490136286
2521,0.5682725995
2530,0.5566327656
2543,0.6439674643
2545,0.6369014026
2561,0.5713152783
2566,0.6098391887
2572,0.5618531405
2577,0.5597120755
2578,0.5773021617
2580,0.60362389
2581,0.5708993031
2582,0.5272014542
2584,0.5321963574
2590,0.5639067429
2598,0.5308012462
2602,0.5777569995
2605,0.5671655005
2616,0.5605360603
2618,0.5988117344
2619,0.6181256202
2624,0.5212960198
2632,0.5661590953
2640,0.5889354805
2646,0.5483806991
2651,0.558785506
2660,0.5064488484
2661,0.5456397699
2668,0.569025162
2670,0.5857609181
2680,0.5973913322
2681,0.5771780566
2689,0.5724135379
2694,0.5542582233
2695,0.6769248104
2696,0.6134598988
2702,0.5797462559
2704,0.5753479369
2708,0.6238709434
2709,0.5154420957
2714,0.5858938359
2716,0.5554992203
2723,0.5821177905
2725,0.5790036012
2738,0.5720574972
2750,0.5925535304
2756,0.5692478254
2758,0.5225073261
2766,0.5595401832
2767,0.5608778435
2771,0.5982577059
2775,0.6386567027
2776,0.5513740809
2779,0.6798820759
2780,0.5689337826
2781,0.593205179
2782,0.6334615019
2783,0.5402845449
2796,0.5627845816
2798,0.5850647401
2800,0.5328064983
2803,0.53575149
2806,0.5325719601
2813,0.5946048957
2818,0.557638075
2821,0.6115440277
2825,0.5739119926
2829,0.5552189482
2830,0.6337087016
2833,0.5370714029
2839,0.669102403
2843,0.526008211
2846,0.541132025
2847,0.5486670071
2848,0.6205784201
2856,0.6172953066
2863,0.6256921579
2867,0.581769769
2869,0.5552259345
2873,0.5357414691
2874,0.5806866161
2875,0.598936663
2880,0.6078802931
2886,0.609373794
2887,0.5815417586
2888,0.5701400502
2889,0.6014830694
2890,0.5723586735
2892,0.6189514401
2901,0.5982593139
2902,0.5769027284
2905,0.583921328
2917,0.5999603734
2922,0.6528789154
2924,0.5682215571
2930,0.6020608909
2931,0.5645712354
2946,0.5863229148
2955,0.611945647
2962,0.5490752464
2964,0.5600048931
2965,0.5839263946
2967,0.5824606814
2970,0.5597120602
2973,0.604168678
2974,0.5789746606
2976,0.63959364
2977,0.5737724512
2978,0.6238364748
2986,0.5287806335
2988,0.5959535555
2989,0.5547838148
2995,0.6559620854
3005,0.6129884895
3011,0.5294589109
3013,0.525695187
3019,0.6797388138
3021,0.5676416633
3022,0.6152047453
3029,0.5953704302
3037,0.5811956783
3042,0.6099362736
3043,0.5794685036
3049,0.5728092623
3050,0.6444919498
3053,0.568663035
3058,0.5935887472
3062,0.5743727626
3063,0.6068419848
3065,0.5514811464
3080,0.5240973506
3088,0.6010358724
3093,0.6275278117
3096,0.5993783841
3101,0.5820055664
3103,0.6297431457
3107,0.5853967344
3109,0.526487687
3111,0.5285439308
3113,0.6254120037
3116,0.5446795651
3132,0.552299843
3141,0.5748118545
3153,0.5833004973
3154,0.5364023749
3160,0.58182375
3167,0.5803426598
3170,0.6008431261
3173,0.6062415327
3174,0.6064751812
3177,0.5665586
3179,0.5604608975
3184,0.6148997599
3190,0.6370259626
3193,0.536091886
3199,0.5627750031
3201,0.5459271022
3202,0.5543375081
3203,0.6339116725
3206,0.6230419761
3209,0.5627160928
3210,0.5930414795
3217,0.5785921454
3220,0.6048663101
3228,0.6393760083
3232,0.5293726698
3239,0.5684725433
3243,0.651024237
3245,0.5664010527
3246,0.5843364733
3251,0.5350858048
3253,0.5554021744
3257,0.575107505
3260,0.5368221553
3261,0.5703428129
3263,0.5644830234
3278,0.588648814
3281,0.5939687229
3283,0.5778147067
3290,0.5475653526
3297,0.5867020828
3304,0.53293958
3305,0.6025417337
3307,0.5197147737
3308,0.6153429487
3313,0.563451224
3314,0.6061007288
3317,0.557191863
3348,0.5489114566
3350,0.6115251396
3359,0.5580403152
3367,0.5734388715
3376,0.5641465545
3378,0.6170907476
3384,0.6460035757
3386,0.6029277501
3387,0.5516586497
3388,0.6000169661
3390,0.5509288328
3391,0.5975647968
3396,0.5620772573
3398,0.5638639921
3404,0.5358677881
3406,0.5665811815
3407,0.5713778983
3414,0.5403733317
3419,0.5345257537
3423,0.5931565663
3427,0.5560553633
3432,0.5441293307
3434,0.5190495584
3438,0.5468298431
3442,0.5644192104
3443,0.5924274272
3448,0.5268499326
3456,0.5746139046
3464,0.5709596159
3470,0.5857893853
3475,0.5776132815
3477,0.5939338945
3490,0.5198502883
3493,0.5785065672
3502,0.5990928247
3508,0.5849190742
3516,0.5229464063
3517,0.5716791936
3525,0.5858413728
3532,0.6101052916
3535,0.5589002304
3536,0.6366743781
3540,0.5423614147
3547,0.5886845817
3550,0.6253741243
3557,0.6063435885
3562,0.6081486968
3563,0.5344986658
3564,0.5633856387
3570,0.6000757008
3573,0.5752969481
3577,0.600665124
3579,0.6263841757
3581,0.5779426016
3587,0.6112182955
3602,0.5654410107
3609,0.6025956548
3612,0.5488591957
3621,0.5439355069
3642,0.5664103758
3647,0.6167806223
3649,0.6154119417
3654,0.6107249457
3660,0.6247111615
3665,0.6398786694
3669,0.6062711213
3673,0.5977957937
3675,0.6216670097
3678,0.5568321015
3680,0.5906241272
3686,0.600988262
3693,0.5991293657
3710,0.631627104
3713,0.5510318602
3718,0.5909756197
3725,0.5876919056
3726,0.569775317
3747,0.5687874226
3753,0.5431589249
3754,0.5820429223
3760,0.6523249368
3763,0.5677668745
3765,0.6142017755
3769,0.5512441968
3771,0.6036559379
3784,0.5263693135
3787,0.6046707864
3794,0.6230606813
3796,0.5837612402
3798,0.530072917
3809,0.5535390442
3812,0.593394969
3819,0.5675561212
3828,0.5472305651
3831,0.5439020632
3833,0.5590752619
3837,0.6200853016
3839,0.6282059095
3843,0.5638273981
3846,0.5847850387
3854,0.5534751127
3861,0.5317976544
3864,0.5769529514
3868,0.5451115151
3869,0.6099363498
3870,0.5611062302
3883,0.5584636778
3886,0.54903268
3889,0.6276716121
3894,0.6083066857
3907,0.5714668916
3910,0.527683845
3913,0.5492682854
3914,0.5722234329
3921,0.5516896693
3923,0.5770858631
3929,0.5892938462
3931,0.6437937517
3932,0.6380997285
3937,0.6189922024
3943,0.5588665074
3956,0.626134442
3957,0.5905879565
3961,0.6296062095
3971,0.5549476801
4004,0.5693849774
4005,0.54910955
4006,0.5457649897
4011,0.5486117032
4013,0.5530010084
4014,0.5191311873
4016,0.6097132629
4017,0.5520322384
4020,0.5827217584
4022,0.5843419461
4026,0.5790697442
4032,0.5569494586
4043,0.5737076414
4045,0.5857884488
4048,0.5587813927
4051,0.6085489275
4052,0.5402091729
4056,0.5534243664
4059,0.5460279313
4069,0.5762698343
4074,0.5707207349
4076,0.5944337401
4077,0.6318614251
4079,0.6580296862
4081,0.6411025176
4088,0.5292819917
4105,0.5665060904
4125,0.5688751539
4134,0.60751571
4139,0.5289846753
4146,0.5933365976
4149,0.5392068603
4151,0.6677438363
4155,0.5679374095
4157,0.5498485625
4168,0.5765182306
4170,0.6009640561
4174,0.534848132
4179,0.5555426151
4185,0.5382076407
4199,0.6498689919
4205,0.5382479621
4208,0.5505692835
4211,0.6121560213
4212,0.5411171846
4215,0.6237528649
4217,0.5658640336
4219,0.6416095162
4226,0.6010797028
4227,0.5583112104
4229,0.5282448983
4231,0.574503862
4233,0.5356156046
4237,0.6069223655
4243,0.6230869365
4248,0.6115198291
4255,0.5455274792
4262,0.5878018863
4266,0.5993036086
4268,0.5751478819
4270,0.6309440987
4273,0.5264142748
4276,0.5457997276
4277,0.5615768391
4279,0.6164719352
4299,0.5499512079
4313,0.5842819813
4322,0.5245196356
4324,0.5776408676
4328,0.5803838463
4331,0.5563541275
4335,0.5932342931
4337,0.5885067763
4338,0.6055169881
4343,0.5736264894
4347,0.5700417104
4355,0.6266205535
4357,0.5226195506
4359,0.5197472488
4362,0.6147654546
4368,0.6016804157
4374,0.5383753809
4375,0.6213456957
4378,0.5856888719
4381,0.647803121
4387,0.5806971163
4400,0.5116229058
4423,0.5535198209
4424,0.5552896929
4428,0.56967297
4433,0.6650782986
4436,0.5837253305
4437,0.570785073
4439,0.5755088046
4449,0.5688562731
4456,0.5568601919
4463,0.5717011941
4467,0.5521010952
4468,0.5558144987
4469,0.5290807914
4472,0.5989866864
4473,0.5744058904
4476,0.6085833579
4500,0.5319487267
4509,0.5713827534
4513,0.6812141601
4521,0.5784357536
4527,0.6244762862
4530,0.5960178687
4532,0.6006824731
4533,0.5482859577
4535,0.5606877446
4536,0.6408195935
4542,0.5738064807
4551,0.6373774346
4554,0.5376144231
4555,0.572252051
4564,0.599821721
4572,0.6448024266
4573,0.5760433115
4577,0.5911794115
4579,0.5442382048
4583,0.5398588398
4584,0.5901267107
4596,0.5631469026
4599,0.5710864247
4607,0.5860633843
4609,0.5861261105
4610,0.5363293282
4616,0.5913960325
4617,0.6062437308
4633,0.5701475466
4638,0.5696225287
4641,0.5874759546
4653,0.5699748951
4655,0.6093551606
4659,0.5674368459
4669,0.5816233341
4678,0.6061598949
4685,0.6387200713
4686,0.6321559542
4691,0.5869339172
4695,0.5633746972
4698,0.6281217688
4700,0.6199814772
4711,0.5651141915
4722,0.5763585807
4727,0.5744521356
4756,0.5409327113
4762,0.6153932699
4763,0.5880484999
4766,0.5728559035
4770,0.559736055
4784,0.5853796898
4791,0.5880012706
4795,0.531128001
4799,0.65052778
4802,0.5667241563
4805,0.6428117433
4814,0.5945432822
4816,0.5904884065
4817,0.588260636
4822,0.5857998164
4827,0.6240278224
4833,0.5738130952
4836,0.5560303203
4842,0.6061029652
4844,0.591957167
4845,0.5703347037
4849,0.5825753104
4850,0.6095129395
4860,0.5577226332
4863,0.5832236621
4871,0.6027039858
4878,0.5633371125
4881,0.6703651718
4888,0.5949232662
4900,0.5930893647
4906,0.6058336607
4909,0.5735264659
4916,0.5369352427
4918,0.6198001378
4926,0.5628806954
4928,0.5435348968
4941,0.5718191033
4946,0.569279774
4949,0.5367247672
4956,0.5130529784
4966,0.5372145331
4969,0.5984985031
4973,0.5634682836
4978,0.6064476512
4982,0.6057409966
4985,0.5271353284
4991,0.5807371026
4998,0.5920977142
5000,0.6373064892
5004,0.6171417517
5005,0.6136259147
5011,0.6040579342
5016,0.5773385407
5018,0.5383559834
5034,0.5520359037
5038,0.5493022478
5042,0.5773632514
5046,0.5795885359
5051,0.5732442364
5054,0.5995007649
5057,0.5947574378
5062,0.5765721277
5063,0.5754237471
5065,0.5803602083
5066,0.5635797102
5076,0.5787234011
5089,0.5422632658
5092,0.6493482321
5093,0.5853260454
5094,0.5454540177
5098,0.6553992605
5102,0.5791885395
5112,0.6348545152
5117,0.6052438261
5127,0.5939467561
5130,0.6314150078
5131,0.6182058453
5132,0.6227395491
5135,0.6532623148
5136,0.5443894594
5147,0.6325242839
5157,0.606194054
5160,0.5760399648
5165,0.5570138105
5166,0.6328725479
5172,0.641586094
5173,0.549350017
5179,0.6790173466
5184,0.597665845
5187,0.6131135226
5191,0.5330303352
5193,0.5636527502
5194,0.5820676666
5199,0.5733435432
5212,0.526550743
5213,0.596009077
5224,0.627962774
5226,0.5365743083
5239,0.5597539043
5252,0.6582741272
5264,0.5815454165
5266,0.5329702916
5271,0.5544132477
5273,0.5427501611
5276,0.622829778
5278,0.5157598547
5281,0.6398075179
5283,0.6432543375
5291,0.5198832924
5294,0.5936114318
5296,0.5876465797
5297,0.6790837669
5313,0.5645080944
5314,0.5932282485
5321,0.5872486748
5325,0.5620104512
5326,0.5466354023
5328,0.5514662853
5334,0.5562649588
5338,0.5762026115
5344,0.6385647931
5348,0.5725806122
5352,0.5683183088
5353,0.5790261894
5354,0.6180648903
5361,0.6822485639
5364,0.5032725549
5365,0.5239631943
5367,0.584286559
5379,0.590581226
5382,0.6083781951
5386,0.5618316514
5395,0.5380481247
5410,0.5965023337
5411,0.5983667306
5416,0.5842375532
5424,0.6165674938
5426,0.6367764113
5428,0.5467012047
5430,0.5747885079
5433,0.5622577956
5437,0.5548244277
5440,0.5885142278
5442,0.6502001304
5445,0.6392015733
5449,0.5403460873
5452,0.5570839746
5460,0.6230447844
5461,0.5538257504
5465,0.5658404366
5467,0.5497171527
5471,0.5773843042
5474,0.6604043933
5475,0.5192057858
5480,0.5225514851
5481,0.5999533173
5484,0.5228479402
5494,0.6046247773
5495,0.6749978859
5497,0.5720169813
5499,0.6617270398
5507,0.5709050068
5510,0.5991663804
5515,0.6026368661
5516,0.5502386055
5517,0.5816622024
5524,0.5489720387
5530,0.5940536702
5534,0.5712735562
5543,0.5779352958
5545,0.6262709939
5558,0.5656410594
5562,0.564619489
5573,0.6542203144
5581,0.6209116446
5583,0.5957804504
5587,0.6128959316
5589,0.6579764247
5591,0.5641846153
5596,0.5835831276
5606,0.6458012934
5608,0.6117883002
5611,0.5152202962
5612,0.5955576906
5614,0.5616301364
5620,0.5323833196
5623,0.5322770414
5624,0.5880802938
5626,0.5762334209
5633,0.574002433
5635,0.5290869451
5640,0.6176852951
5643,0.5613649938
5644,0.5805469183
5653,0.5813978643
5663,0.5398428576
5664,0.6081570842
5667,0.6214497497
5671,0.6228380355
5673,0.6276336302
5676,0.5497377523
5678,0.5527034986
5698,0.6146330983
5700,0.5252822916
5705,0.5641691725
5706,0.6145199298
5711,0.5152855843
5712,0.6559241375
5716,0.5701819788
5719,0.6304530568
5725,0.6336742088
5728,0.5420261636
5734,0.5749198347
5735,0.5629015774
5743,0.5959122156
5754,0.5398633454
5755,0.6061043218
5756,0.5272667728
5766,0.5217021116
5770,0.6154142543
5774,0.5657831274
5775,0.5612655963
5776,0.5647303818
5778,0.5547415366
5786,0.6738864763
5787,0.621395748
5791,0.5844671991
5794,0.5736535087
5803,0.5634283068
5804,0.5835274578
5808,0.6185368358
5810,0.5576105155
5813,0.6215166361
5828,0.6220569456
5839,0.6430899421
5842,0.6331484891
5843,0.5035666437
5844,0.6000235534
5847,0.6456428588
5851,0.5899073164
5854,0.6270472871
5857,0.5784122081
5866,0.6016465619
5874,0.5489861631
5886,0.5737439229
5895,0.51439602
5897,0.493685066
5898,0.5507685749
5900,0.6669344771
5902,0.5904812441
5908,0.6179674936
5909,0.5637963464
5912,0.5757318766
5913,0.5311643674
5917,0.6502759966
5918,0.6525935908
5921,0.5650736707
5931,0.5451196459
5942,0.5713981886
5943,0.6606624683
5950,0.5444820865
5954,0.5603627446
5983,0.5439474076
5995,0.6303553762
6002,0.5491960902
6005,0.5462374841
6009,0.6194319655
6011,0.5427472358
6012,0.5613034236
6019,0.5820151966
6021,0.5812763894
6029,0.6607543756
6036,0.6130239988
6037,0.5388897294
6038,0.5364210145
6043,0.567203588
6045,0.5683180052
6047,0.6554811778
6048,0.5207324192
6061,0.620989866
6063,0.5625517548
6064,0.5684535032
6068,0.6819226252
6069,0.5294183838
6070,0.6100572295
6071,0.5421404377
6074,0.5968384836
6079,0.6166784681
6082,0.5403525103
6088,0.6446951774
6094,0.5495128599
6095,0.5712467708
6098,0.6298667262
6102,0.5571244897
6105,0.6430854046
6113,0.5797582055
6116,0.5834395453
6120,0.6095211449
6121,0.5679666545
6126,0.5863252315
6144,0.5714408465
6145,0.5738791352
6153,0.614839233
6156,0.5669442471
6159,0.5729296817
6162,0.6445078256
6184,0.6370775878
6188,0.6322816767
6189,0.6137488615
6191,0.6219573719
6211,0.5925480906
6216,0.6153910594
6218,0.6203102731
6222,0.5730729829
6235,0.5591209627
6245,0.5542834772
6248,0.6366916865
6253,0.5618906803
6256,0.5402864418
6257,0.6077927102
6259,0.6225801767
6266,0.5833144109
6268,0.5452366048
6275,0.5995482397
6280,0.6249748478
6283,0.5906881764
6288,0.5760716833
6289,0.5631512658
6301,0.5871908629
6308,0.5993481049
6314,0.5506803068
6315,0.532742149
6316,0.6147536967
6317,0.612415037
6318,0.5311322132
6323,0.6029474292
6329,0.6135185469
6336,0.5833642415
6341,0.6601983607
6348,0.6205425623
6349,0.5808754912
6365,0.5168252395
6372,0.5629551043
6376,0.5705446873
6378,0.5324543045
6379,0.6550544501
6382,0.5308736867
6383,0.6330151292
6389,0.5764240437
6390,0.5245907257
6392,0.5774822526
6394,0.6357343715
6402,0.5511982183
6404,0.5705789791
6405,0.5415487553
6406,0.5527776641
6409,0.5577338442
6410,0.5403162547
6411,0.5354180769
6421,0.5320769702
6428,0.5960419465
6429,0.5545144874
6432,0.5470124275
6436,0.5200115121
6437,0.5737830029
6438,0.5641833289
6445,0.5749818666
6447,0.5921216033
6450,0.5417764983
6462,0.5461322911
6467,0.6381027121
6478,0.511104325
6484,0.5822707161
6492,0.6066138972
6497,0.5055496432
6504,0.5628513636
6505,0.5842426646
6513,0.5922660953
6525,0.5729360543
6526,0.6289696168
6528,0.5721140053
6540,0.5112665563
6542,0.5634465494
6544,0.6396770015
6548,0.5512893414
6552,0.5841465193
6558,0.5543051264
6567,0.5230347252
6569,0.6165885544
6572,0.5583772866
6577,0.5500137293
6581,0.6038019615
6588,0.6713127401
6591,0.621395589
6594,0.6162584058
6600,0.6177931037
6602,0.6478250571
6604,0.5817308337
6605,0.5278628139
6614,0.5525983498
6616,0.5569746043
6621,0.6168043684
6640,0.6116285046
6641,0.6146992193
6643,0.5488742682
6644,0.5685898288
6649,0.6642003737
6650,0.6076683156
6655,0.6150891636
6661,0.5374968924
6672,0.5860947626
6677,0.5000834774
6688,0.5289113861
6689,0.5216029161
6691,0.533503351
6692,0.5596149096
6694,0.6214305272
6702,0.6393119969
6714,0.5611326857
6716,0.5842014536
6724,0.5813704705
6725,0.5468384509
6730,0.5857504581
6735,0.613747025
6738,0.6086024833
6739,0.5981240428
6743,0.5721335463
6747,0.5666899502
6750,0.6600376277
6751,0.6190898826
6753,0.5973501173
6754,0.6126508165
6755,0.5633200676
6762,0.5627816147
6764,0.49826748
6772,0.6147685609
6774,0.5499819673
6787,0.5825893634
6789,0.5503520274
6793,0.5680949219
6798,0.5365284743
6799,0.5434079848
6800,0.5409805709
6802,0.5714398138
6808,0.5649310498
6809,0.5430681962
6812,0.5589626635
6814,0.6477998874
6816,0.620627484
6822,0.6409160096
6829,0.6475629365
6834,0.6468956989
6836,0.553184791
6839,0.5591297902
6840,0.5665622566
6843,0.6013489981
6846,0.5952118766
