INDEX,P_TARGET_AMT
1207,1063.0074207
1208,2832.9762199
1212,2676.2471328
1213,1788.246683
1222,1176.2341356
1223,1014.0319109
1226,1345.0733089
1227,2786.8288254
1229,625.04572262
1230,2302.9170712
1231,2950.8350221
1241,1915.5056177
1243,1101.4849683
1244,709.57474023
1246,1048.8213881
1248,1592.1653877
1249,1657.6777836
1252,1000.1934889
1261,841.31236945
1275,987.42105734
1281,2650.2857878
1285,1806.8201342
1288,1400.9231646
1290,424.28354054
1291,736.64244944
1304,1840.0580705
1305,415.83089675
1323,1616.9442889
1342,3134.5334304
1348,1459.4695796
1353,782.8920532
1363,940.87914454
1371,1322.8235416
1372,1693.3566472
1378,1777.7884441
1381,1620.0371719
1382,1406.7497618
1393,1803.1421055
1394,946.12903599
1398,918.04479177
1404,1449.441845
1405,3042.352973
1419,2625.029105
1421,1036.2530194
1426,2724.0201336
1431,1553.3438264
1435,1634.834953
1437,1447.4458515
1438,921.54624745
1442,2255.0759356
1464,766.70765521
1471,2249.770326
1473,667.61845668
1476,1385.5086431
1478,599.43846524
1479,2661.7713757
1487,1414.9441895
1492,2018.9432145
1496,1159.261871
1497,1972.0979959
1515,53.750352052
1519,1506.6276752
1522,3284.6659514
1526,1356.6343036
1537,444.8904849
1538,3483.6435166
1540,732.47761179
1543,1961.8566339
1548,837.15301454
1549,1323.9728649
1556,2838.1914371
1564,809.17453571
1570,1542.8220027
1577,2099.5389953
1585,1368.3689049
1590,979.32831343
1592,3236.8386918
1594,2651.2299556
1596,2719.34458
1598,717.50468776
1603,936.48354064
1607,517.77224977
1612,775.45603076
1627,620.99987286
1629,2349.9799998
1630,639.413531
1640,4047.4059601
1641,2880.9560757
1646,1258.8046961
1662,1383.4786813
1668,665.03633246
1671,1692.5053507
1672,2304.6525335
1673,3908.5933632
1686,2832.5813546
1688,3246.8911792
1696,653.22692873
1701,699.45898143
1707,638.35621693
1708,-375.6149661
1713,1438.8394434
1715,1308.9187908
1717,861.56307354
1721,2203.1374595
1724,3764.0630112
1725,3132.3497414
1730,2192.7013532
1731,2840.9846785
1734,1857.7091296
1740,1214.483532
1748,603.94218344
1749,214.73303936
1750,1187.6769668
1763,730.3174694
1768,273.05063483
1773,2995.9035393
1777,241.13948324
1778,1999.7645087
1780,617.0766095
1782,1012.337536
1784,889.48021617
1786,756.59881614
1787,290.03008977
1792,1532.1893535
1800,2790.3905409
1801,1266.1689818
1803,792.36419975
1804,1558.8107319
1807,-263.5627211
1818,1702.1814356
1821,776.57011709
1822,2829.1514875
1828,1159.4983316
1833,424.7073203
1844,1524.4531989
1847,1927.362456
1850,1479.0532377
1854,2453.1974359
1858,1724.9087271
1864,903.66249275
1867,644.570648
1876,1485.5549304
1880,1205.6366847
1881,1910.0353825
1891,1196.8380455
1894,809.21400135
1895,837.97172136
1901,1459.9047502
1905,408.59579342
1912,2015.7413793
1918,1750.1610122
1921,1216.8135206
1923,1091.2551779
1924,1396.9197943
1931,1130.6297497
1941,1135.2609492
1950,152.33335503
1951,1134.5457115
1954,1244.1427175
1961,3644.1508983
1966,1184.5366909
1979,880.39091401
1982,996.08836714
1987,1413.211216
1997,3148.9624736
2004,193.90582937
2011,1185.4195015
2015,1959.8086367
2025,790.5472477
2033,1019.1926427
2034,1103.9103211
2035,1310.6478247
2036,2429.0784854
2053,2804.6463676
2059,4060.3123121
2060,1615.7240286
2073,1918.7682075
2084,2811.8703863
2089,868.24303993
2092,903.85928848
2109,1022.7505588
2129,2645.0013996
2134,1261.143578
2135,-44.56221697
2148,755.25110408
2149,1298.7270274
2150,2612.3908768
2165,3298.0923786
2166,170.26328896
2168,1411.8504697
2170,2291.9764781
2171,352.61817109
2172,329.90315231
2176,742.04000581
2182,278.14001118
2189,2157.4865739
2191,1257.1424131
2197,746.72715719
2202,1599.7235171
2203,1932.1191297
2204,1699.5107261
2206,2909.7069241
2218,596.62638301
2219,2414.5567524
2221,2392.2224611
2226,776.27926948
2228,742.52243886
2232,2698.4963017
2236,736.16110816
2241,4140.0690243
2245,418.24462132
2251,1123.3226718
2255,713.89257996
2256,893.74151312
2259,1137.256996
2263,2207.2286459
2264,1213.2084353
2267,687.12586381
2273,3673.6255605
2277,1519.2602217
2287,630.87711511
2289,2358.6022915
2291,1052.4188305
2296,2892.6332183
2299,945.83702517
2306,1150.308275
2314,2639.4365948
2317,1894.2129064
2318,2579.0913927
2321,3213.1716901
2324,1914.2563164
2340,1405.4804326
2343,840.27254927
2349,1978.3415112
2352,1687.7705114
2353,862.14292849
2365,3463.4734168
2370,1720.8622256
2378,1162.301231
2390,2437.9032247
2399,2385.0537701
2402,4211.9398773
2403,1635.3978966
2404,782.00320545
2414,1789.0180416
2422,1169.6544295
2424,1195.0664427
2430,2054.919495
2435,1311.020017
2439,1147.4556031
2442,1990.3358165
2445,2589.2360501
2449,1858.7467617
2451,660.64133074
2461,1713.5052255
2464,1112.8410391
2465,3575.3004645
2472,1618.8660894
2476,2811.7498775
2482,1050.9321096
2487,1830.7798323
2498,2334.3582704
2501,243.87429263
2504,2665.5125101
2511,1010.5119907
2518,1135.5764198
2521,1614.9090287
2530,1692.1777452
2543,3028.3925113
2545,2712.5913137
2561,1039.6135935
2566,1698.9760925
2572,1360.8125868
2577,1175.843135
2578,1290.970449
2580,2243.4916255
2581,1620.0140672
2582,1000.1725129
2584,763.61411312
2590,550.4508439
2598,579.10065136
2602,817.77256653
2605,1768.9178741
2616,1280.3508196
2618,1102.9330586
2619,983.59712759
2624,334.86872948
2632,535.18694063
2640,1079.7407411
2646,967.99824438
2651,1348.8478335
2660,265.59889651
2661,600.04644337
2668,1369.8664451
2670,1970.9736403
2680,1971.1392577
2681,170.60376452
2689,1911.9426807
2694,782.88035001
2695,3930.9205325
2696,1976.4898162
2702,2113.4978457
2704,1494.5743263
2708,2076.1359381
2709,-246.6983079
2714,1838.6438002
2716,587.90177814
2723,1317.2603647
2725,1817.8668509
2738,1433.3038877
2750,1227.6974008
2756,1554.8417462
2758,221.42115772
2766,1421.9652129
2767,1412.7434699
2771,1772.3717439
2775,3221.1179126
2776,909.51642287
2779,2703.2657632
2780,1531.0804229
2781,1790.0425863
2782,1851.2943087
2783,996.0936525
2796,1057.8428913
2798,1856.8896629
2800,690.01492961
2803,1014.4991269
2806,503.00589383
2813,1432.3688171
2818,1045.457698
2821,1516.6658961
2825,1974.417535
2829,1220.7405176
2830,3315.5837697
2833,337.12823106
2839,3615.0004835
2843,23.923651895
2846,877.69007665
2847,1685.1676988
2848,1208.0437835
2856,2177.9607923
2863,1885.6421496
2867,1958.8382469
2869,1580.9565026
2873,596.77909777
2874,1112.8500865
2875,2649.2290352
2880,857.6982238
2886,2246.8817394
2887,1260.405397
2888,1586.9021525
2889,1886.6891953
2890,1415.0020374
2892,2300.9600235
2901,1310.3780009
2902,1854.6315839
2905,1620.6353368
2917,2597.1726235
2922,3239.4825024
2924,1499.4477274
2930,878.14161528
2931,637.40734585
2946,1546.9659539
2955,2064.6547352
2962,973.93966386
2964,475.69271129
2965,1798.5905462
2967,1752.3967472
2970,1490.2072494
2973,1952.6872287
2974,1576.2406098
2976,3142.6008746
2977,1364.3044526
2978,1475.9513885
2986,1156.1621302
2988,2144.2160346
2989,1174.8314495
2995,3003.2541304
3005,2605.218909
3011,1088.8668721
3013,1121.046955
3019,2966.7353022
3021,1254.6830823
3022,1072.9029157
3029,2311.1925884
3037,1203.5728276
3042,-288.733753
3043,933.09661776
3049,1045.0481544
3050,1912.5570581
3053,803.89011853
3058,1331.2966718
3062,1693.6430526
3063,2790.0377022
3065,1562.3569441
3080,612.7121252
3088,1961.0601132
3093,1262.3793824
3096,727.61512476
3101,2242.3162189
3103,3612.263432
3107,2125.2251057
3109,351.02044167
3111,361.3292251
3113,2795.0211447
3116,482.16029821
3132,1320.1223109
3141,677.43338041
3153,1624.346385
3154,1044.7308458
3160,904.1910498
3167,976.25659316
3170,2226.4134038
3173,1642.4759826
3174,2475.4836142
3177,788.94492811
3179,1144.3212832
3184,2838.2548742
3190,1436.1700558
3193,669.86177491
3199,1485.3155962
3201,1209.9059979
3202,592.26418486
3203,3655.7981667
3206,2935.3528143
3209,1157.8562754
3210,2051.3968561
3217,1302.4077832
3220,2255.0656647
3228,2670.1839103
3232,309.56306867
3239,351.72379401
3243,1931.537905
3245,551.71080136
3246,1361.7367764
3251,482.32479226
3253,1579.5225899
3257,1534.2823177
3260,905.8346702
3261,887.68677319
3263,1595.7271815
3278,527.35291324
3281,1398.6056283
3283,1537.3660266
3290,1209.7588447
3297,1875.04409
3304,416.27841232
3305,934.40212048
3307,459.15917131
3308,2072.7587822
3313,1161.9429249
3314,2737.177398
3317,763.26093572
3348,1100.1998632
3350,2696.4987789
3359,1315.3633615
3367,1116.1579649
3376,959.18186209
3378,1769.9707385
3384,3506.9345809
3386,1145.6456171
3387,439.2262843
3388,1733.2205815
3390,1418.3379325
3391,1075.3093562
3396,1681.264931
3398,1300.4335704
3404,507.22092012
3406,838.47283497
3407,1055.1059063
3414,409.27821847
3419,874.77538626
3423,1997.9168648
3427,1157.4320878
3432,591.40932686
3434,819.29117723
3438,1252.9365437
3442,800.63309669
3443,1311.8743526
3448,1080.6313309
3456,1511.7767015
3464,481.92085975
3470,2323.426056
3475,1588.6024852
3477,1491.484081
3490,811.29867323
3493,1239.730595
3502,2041.6226278
3508,1259.7697968
3516,204.24804168
3517,1878.5770948
3525,878.96204988
3532,1480.4676286
3535,1436.1529721
3536,3539.2902924
3540,1050.9509742
3547,2057.1286691
3550,2460.5265134
3557,1320.3733543
3562,1918.0033897
3563,405.62169693
3564,1472.4470547
3570,1553.515629
3573,2223.3886594
3577,499.69434091
3579,2883.4069278
3581,1244.1307574
3587,824.24633687
3602,1650.3716428
3609,2593.5363736
3612,756.9869067
3621,1218.4202965
3642,880.00097845
3647,1508.9654724
3649,2316.3077438
3654,2658.9370152
3660,1997.7107566
3665,2856.9619597
3669,2474.6681204
3673,2091.773069
3675,1460.7726845
3678,1549.793798
3680,1907.5944751
3686,2362.1007386
3693,1865.246788
3710,2387.4067268
3713,1202.7460246
3718,1489.7963006
3725,2288.7715777
3726,1748.7352704
3747,710.73716899
3753,824.84262043
3754,2122.1800956
3760,2066.3768708
3763,1761.6320665
3765,2288.1812227
3769,1256.8125504
3771,2288.1626554
3784,1180.5870523
3787,3041.815342
3794,1760.1652244
3796,1294.5944251
3798,739.04500207
3809,1227.2773239
3812,1088.518469
3819,717.532273
3828,1190.9226413
3831,905.91274664
3833,329.92908556
3837,3610.7621001
3839,2249.0382397
3843,552.33998799
3846,826.90811082
3854,1205.0071325
3861,287.96609576
3864,1056.3176181
3868,1205.6304167
3869,1603.8994512
3870,1208.1949778
3883,1299.8094428
3886,1221.7997262
3889,2277.8602999
3894,1954.1398024
3907,1902.6050867
3910,916.87732028
3913,955.17511655
3914,1617.321354
3921,1491.33137
3923,1565.2532275
3929,1530.3932213
3931,2824.7425973
3932,3510.8255662
3937,2436.6539349
3943,1455.4125515
3956,1612.7852798
3957,1383.1031933
3961,2197.9055652
3971,836.48954965
4004,1245.775827
4005,802.12537013
4006,391.16608159
4011,1072.2182814
4013,1634.4630417
4014,839.85010825
4016,1894.8217297
4017,1029.7009537
4020,1097.6090898
4022,1522.1189739
4026,1580.763298
4032,836.40263289
4043,865.77922898
4045,882.01644946
4048,1139.0296528
4051,2688.2840214
4052,1252.8584402
4056,1185.8568651
4059,139.47034166
4069,1636.3199494
4074,1611.9254351
4076,1260.9599299
4077,2752.3873769
4079,1743.0008508
4081,2122.2943488
4088,509.00738352
4105,2143.0046284
4125,721.26885646
4134,1785.4547657
4139,738.87048644
4146,1569.8614619
4149,838.25925037
4151,2341.2055722
4155,1203.8358612
4157,304.91792464
4168,1637.3012148
4170,2338.8289344
4174,726.30447504
4179,1553.5279154
4185,467.98034114
4199,3840.8465121
4205,685.49360861
4208,168.70141135
4211,2629.7924912
4212,616.3105366
4215,2348.2212252
4217,1411.4405559
4219,3569.6997665
4226,1187.0349683
4227,1472.6670467
4229,-67.27207596
4231,1543.8365001
4233,720.93940251
4237,1357.0989206
4243,1509.246342
4248,1552.5637095
4255,1221.1752631
4262,507.28974884
4266,1936.2822788
4268,1912.5349281
4270,3279.4676308
4273,765.2635406
4276,728.63056981
4277,807.0952321
4279,2232.6755911
4299,1053.5836514
4313,386.55689434
4322,875.46454478
4324,1554.8520435
4328,2238.0126373
4331,1051.9921613
4335,1343.3400662
4337,1384.0242789
4338,1851.3600945
4343,1454.1178276
4347,597.58580785
4355,2038.1971422
4357,234.49807588
4359,1037.9733249
4362,2483.3978836
4368,1309.869342
4374,321.53427879
4375,2139.552847
4378,2134.3933076
4381,3073.4856517
4387,2301.0236107
4400,128.2821366
4423,1136.0161851
4424,1233.790215
4428,1033.510954
4433,3384.0009279
4436,2178.8285804
4437,704.78231221
4439,1490.3428567
4449,1488.7573998
4456,-90.97267044
4463,1434.3298054
4467,1172.0297816
4468,1600.4667138
4469,664.55648032
4472,1978.3759884
4473,1796.5301311
4476,2022.1308525
4500,691.31707488
4509,976.84967139
4513,4020.9226913
4521,2238.552432
4527,2917.8138293
4530,2413.0431635
4532,1698.3941848
4533,722.81671377
4535,1373.6097715
4536,1992.8902937
4542,1112.0597478
4551,3245.6969399
4554,787.00668431
4555,1442.4377365
4564,2804.6022175
4572,1798.7201926
4573,860.70100416
4577,2247.557675
4579,961.16868583
4583,703.47081536
4584,1289.9975732
4596,1230.3214564
4599,1523.6164975
4607,2198.8314791
4609,2139.8483028
4610,997.15636025
4616,2017.6269696
4617,1704.24989
4633,243.66729211
4638,1310.6991481
4641,1457.7515403
4653,1847.724298
4655,1968.1564974
4659,855.37091462
4669,1279.3602329
4678,1910.7233026
4685,2395.5603217
4686,2586.8562543
4691,2145.9335113
4695,1792.7312871
4698,3435.5528672
4700,2247.229887
4711,1558.3572112
4722,1134.8402208
4727,1343.0134105
4756,673.18193051
4762,2119.0526365
4763,1617.1275199
4766,1961.4597025
4770,670.54714677
4784,1792.4243355
4791,1180.2199797
4795,910.9195703
4799,1844.193339
4802,1328.9476304
4805,3821.5086281
4814,1421.2295065
4816,1440.1189777
4817,1487.2225622
4822,1879.635405
4827,3130.9229594
4833,843.53127692
4836,1351.0755624
4842,1378.3596031
4844,1111.2251913
4845,1002.9797357
4849,225.39982429
4850,1658.4547484
4860,1017.8132342
4863,1804.8820436
4871,2115.5257099
4878,1686.740018
4881,4438.3353937
4888,2244.0616693
4900,2239.4391396
4906,2841.0703863
4909,839.58692711
4916,806.14675097
4918,2679.5215194
4926,609.75598309
4928,1655.3253038
4941,1425.9921117
4946,1066.6446272
4949,1136.5860773
4956,699.23666155
4966,1080.9965271
4969,1467.433198
4973,250.73728572
4978,1793.4478149
4982,1680.401628
4985,1063.2395537
4991,994.09035105
4998,1218.5417218
5000,2834.8748172
5004,2099.0777065
5005,1841.9449505
5011,2061.6722001
5016,1775.9862025
5018,818.49202063
5034,1162.0189164
5038,1047.7726806
5042,1673.195753
5046,906.94092415
5051,1466.3802244
5054,631.01437972
5057,2685.455302
5062,888.8417285
5063,1102.133819
5065,1298.220066
5066,1392.5017572
5076,458.8862797
5089,1089.4037026
5092,1262.7636786
5093,1289.4624269
5094,1294.1185458
5098,2382.4149912
5102,1348.3033903
5112,2762.3283981
5117,2013.9007113
5127,2101.5303261
5130,2048.9825709
5131,2768.640889
5132,2052.7367177
5135,3710.8550061
5136,1033.3078086
5147,2405.0597936
5157,1703.1713306
5160,1644.1811191
5165,1293.0084869
5166,2365.6423601
5172,2249.8376601
5173,962.97871649
5179,3013.764858
5184,1594.8971181
5187,2994.9840148
5191,944.74480344
5193,992.32985215
5194,874.33370762
5199,898.5795834
5212,353.3244187
5213,618.30597417
5224,1997.930021
5226,935.49547594
5239,1034.2867314
5252,3452.5134291
5264,1447.9815643
5266,520.91344131
5271,985.62570443
5273,897.8349093
5276,1760.185167
5278,596.19132173
5281,3420.3664071
5283,3464.3733567
5291,640.89613521
5294,2110.727287
5296,1958.5105471
5297,2806.9161739
5313,1199.0136005
5314,828.12809298
5321,1650.1599581
5325,1494.9565061
5326,1172.546414
5328,1181.2858461
5334,1090.4150981
5338,2071.8489602
5344,1832.9065074
5348,1906.0184085
5352,810.09906298
5353,1217.4628668
5354,2698.9508083
5361,3575.0193847
5364,300.56725295
5365,658.80126611
5367,1248.3643201
5379,1339.6223391
5382,1155.0308847
5386,1172.2656119
5395,457.99722968
5410,2726.5204668
5411,2316.2993695
5416,1685.328515
5424,2742.3188028
5426,2764.3164943
5428,976.83579918
5430,1505.9514891
5433,469.26516443
5437,245.47735866
5440,1307.1693446
5442,3021.1364366
5445,2827.7441279
5449,1347.0367354
5452,1655.2968587
5460,1283.2113953
5461,1541.4877786
5465,1818.1923655
5467,1027.7724116
5471,1024.124572
5474,3421.2742145
5475,71.010019384
5480,808.35906449
5481,1709.6076626
5484,972.7557598
5494,1692.5818821
5495,2513.1542105
5497,954.9276719
5499,2606.1459202
5507,1034.1976847
5510,1200.1317981
5515,2379.0496405
5516,980.1186585
5517,1355.1596157
5524,935.76819697
5530,1344.6167666
5534,1772.7751031
5543,1137.9872561
5545,2422.4909343
5558,1729.2491454
5562,115.55480388
5573,3868.9742317
5581,1032.2406796
5583,1743.9840219
5587,309.32883969
5589,2092.5286245
5591,691.78654863
5596,2140.8407359
5606,2844.8788536
5608,1959.8610509
5611,611.95534573
5612,2088.4630133
5614,1143.1948715
5620,901.97790085
5623,970.89788708
5624,2674.3469909
5626,2494.3334959
5633,1830.5879782
5635,165.06738239
5640,1997.2566008
5643,828.74469451
5644,504.0554166
5653,1113.5625994
5663,769.07518406
5664,1312.2389988
5667,2308.0847824
5671,2680.8359564
5673,2564.8469999
5676,226.19251975
5678,843.64281995
5698,762.90651896
5700,400.91629413
5705,1262.65097
5706,2885.3337962
5711,424.18532423
5712,2812.760405
5716,2012.5720502
5719,2203.3261693
5725,1380.7857696
5728,1032.0968321
5734,1441.6236586
5735,1375.1451148
5743,1159.9280893
5754,882.06399504
5755,1545.9488281
5756,706.75722903
5766,585.17765756
5770,1825.3735785
5774,1511.3819239
5775,806.10548103
5776,262.13680789
5778,961.20293543
5786,2696.9947067
5787,2941.9664157
5791,2332.6176075
5794,2420.4981387
5803,598.56627088
5804,1974.8961794
5808,1644.2421224
5810,1459.4066617
5813,1862.3849224
5828,2017.5063164
5839,1049.3371191
5842,2240.4886945
5843,272.80217317
5844,2828.9087329
5847,2966.0294422
5851,985.6383649
5854,1648.0321087
5857,899.40171677
5866,2731.9899597
5874,814.60213375
5886,1185.8499707
5895,422.59144226
5897,-338.9701311
5898,983.63177422
5900,3746.6457019
5902,2349.7710292
5908,1588.6683935
5909,1575.2231253
5912,988.0384565
5913,1048.4481173
5917,1955.8050582
5918,2689.3980387
5921,1068.3916506
5931,1006.5775089
5942,1377.7670356
5943,2659.2555713
5950,932.13897389
5954,1298.2541235
5983,559.48549217
5995,3274.2810567
6002,442.89842693
6005,1139.7556633
6009,1795.0667769
6011,885.19992122
6012,1357.208754
6019,1724.5413091
6021,2286.3260063
6029,3256.9144896
6036,2063.5105396
6037,764.38146159
6038,302.66933925
6043,1428.6649075
6045,1621.0677791
6047,2169.9016789
6048,244.99965411
6061,2299.1101819
6063,759.18392384
6064,1376.8194193
6068,3324.4197142
6069,359.17228375
6070,2019.4828423
6071,878.11626029
6074,2411.2514094
6079,2203.6956713
6082,1188.2695595
6088,2719.0114034
6094,1108.7410881
6095,912.03394678
6098,2694.3935045
6102,1071.2894754
6105,1807.6684065
6113,1247.1262346
6116,2249.7247899
6120,1646.6432922
6121,1145.643452
6126,1433.6421605
6144,1811.9663079
6145,1141.5905852
6153,2134.7705812
6156,-17.12297381
6159,1098.830012
6162,3946.4464896
6184,2434.3981817
6188,813.34358581
6189,2923.734438
6191,1889.393338
6211,1530.8845057
6216,1210.5103574
6218,1100.6840218
6222,838.27071947
6235,1025.619901
6245,1140.2321684
6248,3947.5698851
6253,1504.4937647
6256,415.16765544
6257,1322.7920476
6259,2340.583532
6266,1222.1569758
6268,990.04307266
6275,2063.3222718
6280,2639.7290793
6283,1649.5298149
6288,1056.171052
6289,1756.1951893
6301,1348.1801707
6308,780.72824438
6314,-63.84423256
6315,368.43433169
6316,2328.0826491
6317,1404.9928699
6318,506.17477209
6323,1748.9303538
6329,3886.2176728
6336,1808.3088436
6341,2948.4314417
6348,2040.3972966
6349,1290.591072
6365,824.8341714
6372,1031.215478
6376,1348.3259026
6378,517.36154449
6379,2145.3537696
6382,759.96868139
6383,2584.5793474
6389,1618.5212474
6390,219.92295425
6392,905.86152918
6394,2668.5777204
6402,242.79299243
6404,1647.3940889
6405,-736.6782351
6406,1507.38888
6409,810.22922371
6410,861.39790953
6411,1135.3052918
6421,598.61223032
6428,2500.4471511
6429,1294.1653205
6432,884.97124591
6436,388.38414256
6437,847.10461017
6438,1402.5376094
6445,1877.3898075
6447,2069.722961
6450,220.66809974
6462,1378.2906032
6467,3326.8362721
6478,288.30701887
6484,380.22528014
6492,1141.340551
6497,201.65213145
6504,1024.422167
6505,1091.2857224
6513,1482.6322116
6525,1232.5119565
6526,1806.8393856
6528,1222.3847586
6540,223.66719693
6542,1586.7442748
6544,1858.0882105
6548,709.71948685
6552,540.98077313
6558,411.40377103
6567,748.42434575
6569,1757.8371127
6572,204.45631301
6577,608.78746844
6581,2327.8382469
6588,3158.1416981
6591,1899.0447996
6594,2296.9492025
6600,2447.4574543
6602,1287.2627447
6604,473.029221
6605,913.11742207
6614,1170.3359844
6616,968.02035054
6621,2101.2612171
6640,1674.8647173
6641,2781.0919774
6643,909.51566114
6644,1182.4923177
6649,3617.2978032
6650,1687.9041909
6655,2566.2262492
6661,684.80829854
6672,2116.9914256
6677,-156.2836058
6688,284.93046114
6689,226.94533163
6691,230.25161432
6692,1729.1471384
6694,2678.6980302
6702,2620.9320401
6714,745.62398369
6716,2074.6302748
6724,1654.325808
6725,670.736796
6730,1777.6097628
6735,2103.8793146
6738,1715.0455919
6739,1934.6210822
6743,1714.820879
6747,593.22007524
6750,3367.9638719
6751,1629.024432
6753,2421.7019165
6754,3054.2383096
6755,630.07830854
6762,1614.6994681
6764,484.27932151
6772,2106.7041464
6774,-141.3863202
6787,1863.9450156
6789,1022.9265455
6793,865.94211839
6798,507.41357841
6799,830.94843757
6800,840.79558916
6802,758.18393796
6808,1262.593699
6809,922.18797928
6812,1272.5341376
6814,3691.9175324
6816,2236.2648591
6822,3870.6612183
6829,2048.8473015
6834,3140.7967447
6836,1195.7228502
6839,1212.6490098
6840,1674.2941742
6843,963.70739406
6846,1680.072068
6848,591.55370124
6852,715.2247703
6856,1019.5222351
6860,661.06765988
6866,1777.2670038
6870,1353.981206
6878,2444.3342436
6880,1960.7663219
6885,1255.0350383
6897,975.60570616
6902,2003.2875376
6904,1967.847927
6907,617.45026568
6909,1238.1557666
6914,1249.8539034
6915,2197.85871
6922,1431.3700142
6924,1046.0920659
6933,213.34353069
6934,1555.6037619
6941,1798.1435828
6957,955.51801782
6960,-63.67761399
6969,741.28756569
6975,360.28636663
6980,1696.2512877
6983,826.62338066
6987,2324.6953757
6994,1334.8771975
6997,1057.5759252
7002,369.52100201
7010,1124.8466275
7015,1740.4448291
7019,1171.0405966
7022,2751.1632415
7025,646.15802935
7029,531.48361142
7031,1095.2204097
7037,2145.2374038
7038,2789.1104083
